hhid,cpi_code,cpi_category,total_spend_rwf,province,district,ur,quintile,weight,poverty,total_hh_spend,spend_share_pct
302680.0,01,Food and non-alcoholic beverages,3076.15,Southern,Gisagara,Rural,Q3,199.53994367867202,Non Poor,19676.15,15.63
302681.0,01,Food and non-alcoholic beverages,395.5,Southern,Gisagara,Rural,Q4,199.53994367867202,Non Poor,53985.5,0.73
302682.0,01,Food and non-alcoholic beverages,2032.425,Southern,Gisagara,Rural,Q3,199.53994367867202,Non Poor,30632.425,6.63
302683.0,01,Food and non-alcoholic beverages,470.741,Southern,Gisagara,Rural,Q1,199.53994367867202,Moderately poor,58930.741,0.8
302684.0,01,Food and non-alcoholic beverages,6611.664,Southern,Gisagara,Rural,Q2,199.53994367867202,Non Poor,36171.664,18.28
302685.0,01,Food and non-alcoholic beverages,2224.645,Southern,Gisagara,Rural,Q1,199.53994367867202,Moderately poor,28284.645,7.87
302686.0,01,Food and non-alcoholic beverages,4325.007,Southern,Gisagara,Rural,Q3,208.96132116471105,Non Poor,43395.007,9.97
302687.0,01,Food and non-alcoholic beverages,2726.556,Southern,Gisagara,Rural,Q2,208.96132116471105,Non Poor,45806.556,5.95
302688.0,01,Food and non-alcoholic beverages,10859.681,Southern,Gisagara,Rural,Q3,208.96132116471105,Non Poor,40559.681,26.77
302689.0,01,Food and non-alcoholic beverages,1717.0,Southern,Gisagara,Rural,Q3,208.96132116471105,Non Poor,12407.0,13.84
302690.0,01,Food and non-alcoholic beverages,16500.1,Southern,Gisagara,Rural,Q4,208.96132116471105,Non Poor,33000.1,50.0
302691.0,01,Food and non-alcoholic beverages,3426.825,Southern,Gisagara,Rural,Q2,208.96132116471105,Moderately poor,49506.825,6.92
302692.0,01,Food and non-alcoholic beverages,4833.2,Southern,Gisagara,Rural,Q3,208.96132116471105,Non Poor,34433.2,14.04
302693.0,01,Food and non-alcoholic beverages,10578.715,Southern,Gisagara,Rural,Q4,208.96132116471105,Non Poor,55078.715,19.21
302694.0,01,Food and non-alcoholic beverages,2125.206,Southern,Gisagara,Rural,Q1,208.96132116471105,Moderately poor,44715.206,4.75
302695.0,01,Food and non-alcoholic beverages,5409.3513,Southern,Gisagara,Rural,Q2,203.691861761427,Non Poor,73174.3513,7.39
302696.0,01,Food and non-alcoholic beverages,3162.55,Southern,Gisagara,Rural,Q3,203.691861761427,Non Poor,42227.55,7.49
302697.0,01,Food and non-alcoholic beverages,3113.036,Southern,Gisagara,Rural,Q2,203.691861761427,Moderately poor,39888.036,7.8
302698.0,01,Food and non-alcoholic beverages,4072.622,Southern,Gisagara,Rural,Q3,203.691861761427,Non Poor,47072.622,8.65
302699.0,01,Food and non-alcoholic beverages,7686.614,Southern,Gisagara,Rural,Q4,203.691861761427,Non Poor,54176.614,14.19
302700.0,01,Food and non-alcoholic beverages,2360.832,Southern,Gisagara,Rural,Q3,203.691861761427,Non Poor,25160.832,9.38
302701.0,01,Food and non-alcoholic beverages,17984.7683,Southern,Gisagara,Rural,Q2,203.691861761427,Non Poor,73549.7683,24.45
302702.0,01,Food and non-alcoholic beverages,23077.2178,Southern,Gisagara,Rural,Q5,203.691861761427,Non Poor,77277.2178,29.86
302703.0,01,Food and non-alcoholic beverages,2335.75,Southern,Gisagara,Rural,Q1,203.691861761427,Moderately poor,84205.75,2.77
302704.0,01,Food and non-alcoholic beverages,27960.0,Southern,Gisagara,Urban,Q5,180.84593837535013,Non Poor,70460.0,39.68
302705.0,01,Food and non-alcoholic beverages,24.728,Southern,Gisagara,Urban,Q3,180.84593837535013,Non Poor,60424.728,0.04
302706.0,01,Food and non-alcoholic beverages,29150.0,Southern,Gisagara,Urban,Q4,180.84593837535013,Non Poor,76150.0,38.28
302707.0,01,Food and non-alcoholic beverages,10009.023,Southern,Gisagara,Urban,Q5,180.84593837535013,Non Poor,14209.023,70.44
302708.0,01,Food and non-alcoholic beverages,1765.261,Southern,Gisagara,Urban,Q2,180.84593837535013,Moderately poor,35840.261,4.93
302709.0,01,Food and non-alcoholic beverages,7014.0,Southern,Gisagara,Urban,Q3,180.84593837535013,Non Poor,99574.0,7.04
302710.0,01,Food and non-alcoholic beverages,9197.84,Southern,Gisagara,Urban,Q2,180.84593837535013,Non Poor,52777.84,17.43
302711.0,01,Food and non-alcoholic beverages,1902.5845,Southern,Gisagara,Urban,Q3,180.84593837535013,Non Poor,40582.5845,4.69
302712.0,01,Food and non-alcoholic beverages,4411.016,Southern,Gisagara,Urban,Q3,180.84593837535013,Non Poor,57671.016,7.65
302713.0,01,Food and non-alcoholic beverages,3844.665,Southern,Gisagara,Rural,Q1,198.10720171706717,Moderately poor,59424.665,6.47
302714.0,01,Food and non-alcoholic beverages,1930.903,Southern,Gisagara,Rural,Q1,198.10720171706717,Moderately poor,51015.903,3.78
302715.0,01,Food and non-alcoholic beverages,1702.3188,Southern,Gisagara,Rural,Q2,198.10720171706717,Moderately poor,11252.318800000001,15.13
302716.0,01,Food and non-alcoholic beverages,10411.2102,Southern,Gisagara,Rural,Q1,198.10720171706717,Moderately poor,57161.2102,18.21
302717.0,01,Food and non-alcoholic beverages,3814.8885,Southern,Gisagara,Rural,Q3,198.10720171706717,Non Poor,34169.8885,11.16
302718.0,01,Food and non-alcoholic beverages,31625.012,Southern,Gisagara,Rural,Q2,198.10720171706717,Non Poor,74205.012,42.62
302719.0,01,Food and non-alcoholic beverages,6024.0285,Southern,Gisagara,Rural,Q4,198.10720171706717,Non Poor,86024.0285,7.0
302720.0,01,Food and non-alcoholic beverages,7301.5,Southern,Gisagara,Rural,Q1,198.10720171706717,Moderately poor,40391.5,18.08
302721.0,01,Food and non-alcoholic beverages,7041.315,Southern,Gisagara,Rural,Q2,198.10720171706717,Moderately poor,61601.315,11.43
302722.0,01,Food and non-alcoholic beverages,12904.02,Southern,Gisagara,Rural,Q1,203.46413608178312,Moderately poor,36154.020000000004,35.69
302723.0,01,Food and non-alcoholic beverages,19652.106,Southern,Gisagara,Rural,Q3,203.46413608178312,Non Poor,35207.106,55.82
302724.0,01,Food and non-alcoholic beverages,5019.288,Southern,Gisagara,Rural,Q1,203.46413608178312,Moderately poor,27574.288,18.2
302725.0,01,Food and non-alcoholic beverages,7154.0,Southern,Gisagara,Rural,Q1,203.46413608178312,Severaly Poor,10734.0,66.65
302726.0,01,Food and non-alcoholic beverages,2302.5186,Southern,Gisagara,Rural,Q2,203.46413608178312,Non Poor,9802.5186,23.49
302727.0,01,Food and non-alcoholic beverages,13656.846,Southern,Gisagara,Rural,Q3,203.46413608178312,Non Poor,17736.845999999998,77.0
302728.0,01,Food and non-alcoholic beverages,7244.104,Southern,Gisagara,Rural,Q1,203.46413608178312,Moderately poor,13834.104,52.36
302729.0,01,Food and non-alcoholic beverages,1810.369,Southern,Gisagara,Rural,Q3,203.46413608178312,Non Poor,21100.369,8.58
302730.0,01,Food and non-alcoholic beverages,8074.475,Southern,Gisagara,Rural,Q2,203.46413608178312,Non Poor,254154.475,3.18
302731.0,01,Food and non-alcoholic beverages,10002.630000000001,Southern,Gisagara,Rural,Q2,236.39134709931167,Moderately poor,39582.630000000005,25.27
302732.0,01,Food and non-alcoholic beverages,22798.1773,Southern,Gisagara,Rural,Q4,236.39134709931167,Non Poor,78848.1773,28.91
302733.0,01,Food and non-alcoholic beverages,14654.77,Southern,Gisagara,Rural,Q1,236.39134709931167,Severaly Poor,70904.77,20.67
302734.0,01,Food and non-alcoholic beverages,3855.9896,Southern,Gisagara,Rural,Q4,236.39134709931167,Non Poor,36905.9896,10.45
302735.0,01,Food and non-alcoholic beverages,7477.363,Southern,Gisagara,Rural,Q4,236.39134709931167,Non Poor,42767.363,17.48
302736.0,01,Food and non-alcoholic beverages,413.25,Southern,Gisagara,Rural,Q2,236.39134709931167,Non Poor,29993.25,1.38
302737.0,01,Food and non-alcoholic beverages,3516.5,Southern,Gisagara,Rural,Q1,236.39134709931167,Moderately poor,39596.5,8.88
302738.0,01,Food and non-alcoholic beverages,7308.095,Southern,Gisagara,Rural,Q1,236.39134709931167,Moderately poor,72093.095,10.14
302739.0,01,Food and non-alcoholic beverages,7350.0,Southern,Gisagara,Rural,Q5,236.39134709931167,Non Poor,13850.0,53.07
302740.0,01,Food and non-alcoholic beverages,12722.945,Southern,Gisagara,Rural,Q4,211.52212166918048,Non Poor,55277.945,23.02
302741.0,01,Food and non-alcoholic beverages,5657.41,Southern,Gisagara,Rural,Q1,211.52212166918048,Moderately poor,48537.41,11.66
302742.0,01,Food and non-alcoholic beverages,5807.7087,Southern,Gisagara,Rural,Q3,211.52212166918048,Non Poor,48567.7087,11.96
302743.0,01,Food and non-alcoholic beverages,4660.45,Southern,Gisagara,Rural,Q5,211.52212166918048,Non Poor,50745.45,9.18
302744.0,01,Food and non-alcoholic beverages,9304.5494,Southern,Gisagara,Rural,Q1,211.52212166918048,Moderately poor,50859.5494,18.29
302745.0,01,Food and non-alcoholic beverages,3154.213,Southern,Gisagara,Rural,Q2,211.52212166918048,Moderately poor,44294.213,7.12
302746.0,01,Food and non-alcoholic beverages,9793.967999999999,Southern,Gisagara,Rural,Q2,211.52212166918048,Non Poor,29383.968,33.33
302747.0,01,Food and non-alcoholic beverages,3.333,Southern,Gisagara,Rural,Q4,211.52212166918048,Non Poor,30603.333,0.01
302748.0,01,Food and non-alcoholic beverages,3734.393,Southern,Gisagara,Rural,Q3,211.52212166918048,Non Poor,53664.393,6.96
302749.0,01,Food and non-alcoholic beverages,1660.489,Southern,Gisagara,Rural,Q1,209.26044780032512,Severaly Poor,17220.489,9.64
302750.0,01,Food and non-alcoholic beverages,7356.6726,Southern,Gisagara,Rural,Q2,209.26044780032512,Moderately poor,45916.6726,16.02
302751.0,01,Food and non-alcoholic beverages,12928.682,Southern,Gisagara,Rural,Q4,209.26044780032512,Non Poor,47758.682,27.07
302752.0,01,Food and non-alcoholic beverages,4268.924,Southern,Gisagara,Rural,Q3,209.26044780032512,Non Poor,39548.924,10.79
302753.0,01,Food and non-alcoholic beverages,4424.1721,Southern,Gisagara,Rural,Q1,209.26044780032512,Moderately poor,29984.1721,14.76
302754.0,01,Food and non-alcoholic beverages,8311.009,Southern,Gisagara,Rural,Q5,209.26044780032512,Non Poor,25296.009,32.86
302755.0,01,Food and non-alcoholic beverages,13459.931,Southern,Gisagara,Rural,Q1,209.26044780032512,Moderately poor,56039.931,24.02
302756.0,01,Food and non-alcoholic beverages,6361.775,Southern,Gisagara,Rural,Q1,209.26044780032512,Moderately poor,54051.775,11.77
302757.0,01,Food and non-alcoholic beverages,5500.127,Southern,Gisagara,Rural,Q3,209.26044780032512,Non Poor,45080.127,12.2
302758.0,01,Food and non-alcoholic beverages,5259.057,Southern,Gisagara,Rural,Q2,196.13869463869466,Non Poor,25334.057,20.76
302759.0,01,Food and non-alcoholic beverages,4620.983,Southern,Gisagara,Rural,Q1,196.13869463869466,Moderately poor,11700.983,39.49
302760.0,01,Food and non-alcoholic beverages,10282.695,Southern,Gisagara,Rural,Q2,196.13869463869466,Non Poor,30862.695,33.32
302761.0,01,Food and non-alcoholic beverages,1110.4942,Southern,Gisagara,Rural,Q1,196.13869463869466,Moderately poor,12660.494200000001,8.77
302762.0,01,Food and non-alcoholic beverages,2606.001,Southern,Gisagara,Rural,Q2,196.13869463869466,Non Poor,6576.001,39.63
302763.0,01,Food and non-alcoholic beverages,3501.35,Southern,Gisagara,Rural,Q1,196.13869463869466,Severaly Poor,7891.35,44.37
302764.0,01,Food and non-alcoholic beverages,2406.051,Southern,Gisagara,Rural,Q3,196.13869463869466,Non Poor,5956.0509999999995,40.4
302765.0,01,Food and non-alcoholic beverages,30491.45,Southern,Gisagara,Rural,Q5,196.13869463869466,Non Poor,60291.45,50.57
302766.0,01,Food and non-alcoholic beverages,5033.381,Southern,Gisagara,Rural,Q4,196.13869463869466,Non Poor,26213.381,19.2
302767.0,01,Food and non-alcoholic beverages,812.866,Southern,Gisagara,Rural,Q3,212.1608644291571,Non Poor,13862.866,5.86
302768.0,01,Food and non-alcoholic beverages,10456.588,Southern,Gisagara,Rural,Q3,212.1608644291571,Non Poor,14906.588,70.15
302769.0,01,Food and non-alcoholic beverages,10126.661,Southern,Gisagara,Rural,Q2,212.1608644291571,Non Poor,52676.661,19.22
302770.0,01,Food and non-alcoholic beverages,9840.625,Southern,Gisagara,Rural,Q2,212.1608644291571,Moderately poor,62925.625,15.64
302771.0,01,Food and non-alcoholic beverages,4008.2172,Southern,Gisagara,Rural,Q3,212.1608644291571,Non Poor,33508.2172,11.96
302772.0,01,Food and non-alcoholic beverages,1100.302,Southern,Gisagara,Rural,Q3,212.1608644291571,Non Poor,17900.302,6.15
302773.0,01,Food and non-alcoholic beverages,7610.51,Southern,Gisagara,Rural,Q1,212.1608644291571,Moderately poor,63190.51,12.04
302774.0,01,Food and non-alcoholic beverages,2400.96,Southern,Gisagara,Rural,Q5,212.1608644291571,Non Poor,32200.96,7.46
302775.0,01,Food and non-alcoholic beverages,2863.516,Southern,Gisagara,Rural,Q1,212.1608644291571,Moderately poor,32438.516,8.83
302776.0,01,Food and non-alcoholic beverages,9450.015,Southern,Gisagara,Rural,Q2,201.99594379255396,Moderately poor,16895.015,55.93
302777.0,01,Food and non-alcoholic beverages,18803.3693,Southern,Gisagara,Rural,Q1,201.99594379255396,Moderately poor,97848.36929999999,19.22
302778.0,01,Food and non-alcoholic beverages,5567.5208,Southern,Gisagara,Rural,Q2,201.99594379255396,Moderately poor,23612.5208,23.58
302779.0,01,Food and non-alcoholic beverages,8595.94,Southern,Gisagara,Rural,Q2,201.99594379255396,Moderately poor,64895.94,13.25
302780.0,01,Food and non-alcoholic beverages,10864.5,Southern,Gisagara,Rural,Q2,201.99594379255396,Moderately poor,40439.5,26.87
302781.0,01,Food and non-alcoholic beverages,2312.575,Southern,Gisagara,Rural,Q3,201.99594379255396,Non Poor,28892.575,8.0
302782.0,01,Food and non-alcoholic beverages,7105.507,Southern,Gisagara,Rural,Q1,201.99594379255396,Moderately poor,52685.507,13.49
302783.0,01,Food and non-alcoholic beverages,13604.303,Southern,Gisagara,Rural,Q1,201.99594379255396,Moderately poor,72679.303,18.72
302784.0,01,Food and non-alcoholic beverages,8052.526,Southern,Gisagara,Rural,Q1,201.99594379255396,Severaly Poor,60632.526,13.28
302785.0,01,Food and non-alcoholic beverages,7409.34,Southern,Gisagara,Rural,Q3,183.84930274403956,Non Poor,49949.34,14.83
302786.0,01,Food and non-alcoholic beverages,9923.84,Southern,Gisagara,Rural,Q2,183.84930274403956,Moderately poor,43663.84,22.73
302787.0,01,Food and non-alcoholic beverages,13301.06,Southern,Gisagara,Rural,Q1,183.84930274403956,Moderately poor,109951.06,12.1
302788.0,01,Food and non-alcoholic beverages,9708.325,Southern,Gisagara,Rural,Q3,183.84930274403956,Non Poor,42888.325,22.64
302789.0,01,Food and non-alcoholic beverages,6806.1,Southern,Gisagara,Rural,Q2,183.84930274403956,Non Poor,40596.1,16.77
302790.0,01,Food and non-alcoholic beverages,3332.0,Southern,Gisagara,Rural,Q2,183.84930274403956,Moderately poor,54222.0,6.15
302791.0,01,Food and non-alcoholic beverages,4834.681,Southern,Gisagara,Rural,Q4,183.84930274403956,Non Poor,54219.681,8.92
302792.0,01,Food and non-alcoholic beverages,8457.961,Southern,Gisagara,Rural,Q2,183.84930274403956,Moderately poor,55032.960999999996,15.37
302793.0,01,Food and non-alcoholic beverages,12462.605,Southern,Gisagara,Rural,Q3,183.84930274403956,Non Poor,90142.605,13.83
302794.0,01,Food and non-alcoholic beverages,17958.9,Southern,Gisagara,Rural,Q4,204.7090495854541,Non Poor,60458.9,29.7
302795.0,01,Food and non-alcoholic beverages,10572.291,Southern,Gisagara,Rural,Q4,204.7090495854541,Non Poor,45072.291,23.46
302796.0,01,Food and non-alcoholic beverages,3908.777,Southern,Gisagara,Rural,Q3,204.7090495854541,Non Poor,21988.777000000002,17.78
302797.0,01,Food and non-alcoholic beverages,4900.2152,Southern,Gisagara,Rural,Q3,204.7090495854541,Non Poor,21485.2152,22.81
302798.0,01,Food and non-alcoholic beverages,10721.125,Southern,Gisagara,Rural,Q3,204.7090495854541,Non Poor,40501.125,26.47
302799.0,01,Food and non-alcoholic beverages,5169.803,Southern,Gisagara,Rural,Q2,204.7090495854541,Moderately poor,57659.803,8.97
302800.0,01,Food and non-alcoholic beverages,4120.5,Southern,Gisagara,Rural,Q1,204.7090495854541,Moderately poor,46700.5,8.82
302801.0,01,Food and non-alcoholic beverages,8866.487000000001,Southern,Gisagara,Rural,Q3,204.7090495854541,Non Poor,62066.487,14.29
302802.0,01,Food and non-alcoholic beverages,17153.0,Southern,Gisagara,Rural,Q3,204.7090495854541,Non Poor,42653.0,40.22
302803.0,01,Food and non-alcoholic beverages,16467.26,Southern,Gisagara,Rural,Q1,194.85042735042737,Severaly Poor,63317.259999999995,26.01
302804.0,01,Food and non-alcoholic beverages,14100.0,Southern,Gisagara,Rural,Q1,194.85042735042737,Moderately poor,38350.0,36.77
302805.0,01,Food and non-alcoholic beverages,8551.5102,Southern,Gisagara,Rural,Q1,194.85042735042737,Moderately poor,109801.5102,7.79
302806.0,01,Food and non-alcoholic beverages,6010.352,Southern,Gisagara,Rural,Q2,194.85042735042737,Moderately poor,49600.352,12.12
302807.0,01,Food and non-alcoholic beverages,918.4163,Southern,Gisagara,Rural,Q4,194.85042735042737,Non Poor,55008.4163,1.67
302808.0,01,Food and non-alcoholic beverages,5301.0,Southern,Gisagara,Rural,Q3,194.85042735042737,Non Poor,70991.0,7.47
302809.0,01,Food and non-alcoholic beverages,12556.8,Southern,Gisagara,Rural,Q1,194.85042735042737,Severaly Poor,250256.8,5.02
302810.0,01,Food and non-alcoholic beverages,3210.8,Southern,Gisagara,Rural,Q1,194.85042735042737,Moderately poor,32800.8,9.79
302811.0,01,Food and non-alcoholic beverages,36450.16,Southern,Gisagara,Rural,Q4,194.85042735042737,Non Poor,154600.16,23.58
302812.0,01,Food and non-alcoholic beverages,3190.88,Southern,Gisagara,Rural,Q2,201.4887561198241,Non Poor,41380.88,7.71
302813.0,01,Food and non-alcoholic beverages,5960.268,Southern,Gisagara,Rural,Q2,201.4887561198241,Non Poor,65040.268,9.16
302814.0,01,Food and non-alcoholic beverages,1856.294,Southern,Gisagara,Rural,Q1,201.4887561198241,Moderately poor,21936.294,8.46
302815.0,01,Food and non-alcoholic beverages,3613.1981,Southern,Gisagara,Rural,Q3,201.4887561198241,Non Poor,57658.1981,6.27
302816.0,01,Food and non-alcoholic beverages,2517.008,Southern,Gisagara,Rural,Q3,201.4887561198241,Non Poor,32092.008,7.84
302817.0,01,Food and non-alcoholic beverages,4423.5,Southern,Gisagara,Rural,Q1,201.4887561198241,Moderately poor,50803.5,8.71
302818.0,01,Food and non-alcoholic beverages,5659.797,Southern,Gisagara,Rural,Q1,201.4887561198241,Moderately poor,57229.797,9.89
302819.0,01,Food and non-alcoholic beverages,5121.5,Southern,Gisagara,Rural,Q1,201.4887561198241,Moderately poor,71166.5,7.2
302820.0,01,Food and non-alcoholic beverages,8309.244,Southern,Gisagara,Rural,Q2,201.4887561198241,Non Poor,41654.244,19.95
302821.0,01,Food and non-alcoholic beverages,6935.6868,Southern,Gisagara,Rural,Q2,208.96132116471105,Non Poor,15975.6868,43.41
302822.0,01,Food and non-alcoholic beverages,12925.0028,Southern,Gisagara,Rural,Q1,208.96132116471105,Moderately poor,29465.002800000002,43.87
302823.0,01,Food and non-alcoholic beverages,10329.75,Southern,Gisagara,Rural,Q2,208.96132116471105,Non Poor,27109.75,38.1
302824.0,01,Food and non-alcoholic beverages,6462.625,Southern,Gisagara,Rural,Q1,208.96132116471105,Moderately poor,23037.625,28.05
302825.0,01,Food and non-alcoholic beverages,102.01,Southern,Gisagara,Rural,Q4,208.96132116471105,Non Poor,20502.01,0.5
302826.0,01,Food and non-alcoholic beverages,6339.515,Southern,Gisagara,Rural,Q2,208.96132116471105,Moderately poor,11919.515,53.19
302827.0,01,Food and non-alcoholic beverages,707.91,Southern,Gisagara,Rural,Q1,208.96132116471105,Moderately poor,13297.91,5.32
302828.0,01,Food and non-alcoholic beverages,11289.047,Southern,Gisagara,Rural,Q4,208.96132116471105,Non Poor,35479.047,31.82
302829.0,01,Food and non-alcoholic beverages,9582.928399999999,Southern,Gisagara,Rural,Q4,208.96132116471105,Non Poor,24722.928399999997,38.76
302830.0,01,Food and non-alcoholic beverages,8650.0057,Southern,Gisagara,Rural,Q1,195.35653235653237,Moderately poor,17695.0057,48.88
302831.0,01,Food and non-alcoholic beverages,2253.0,Southern,Gisagara,Rural,Q1,195.35653235653237,Severaly Poor,22333.0,10.09
302832.0,01,Food and non-alcoholic beverages,4701.845,Southern,Gisagara,Rural,Q1,195.35653235653237,Moderately poor,15781.845000000001,29.79
302833.0,01,Food and non-alcoholic beverages,31550.5,Southern,Gisagara,Rural,Q3,195.35653235653237,Non Poor,38635.5,81.66
302834.0,01,Food and non-alcoholic beverages,4311.724,Southern,Gisagara,Rural,Q2,195.35653235653237,Moderately poor,41891.724,10.29
302835.0,01,Food and non-alcoholic beverages,2908.431,Southern,Gisagara,Rural,Q3,195.35653235653237,Non Poor,26453.431,10.99
302836.0,01,Food and non-alcoholic beverages,5356.8907,Southern,Gisagara,Rural,Q4,195.35653235653237,Non Poor,9301.8907,57.59
302837.0,01,Food and non-alcoholic beverages,4777.36,Southern,Gisagara,Rural,Q1,195.35653235653237,Moderately poor,41662.36,11.47
302838.0,01,Food and non-alcoholic beverages,11285.3175,Southern,Gisagara,Rural,Q3,195.35653235653237,Non Poor,45165.3175,24.99
302839.0,01,Food and non-alcoholic beverages,6505.0,Southern,Gisagara,Rural,Q3,197.6879734273099,Non Poor,74065.0,8.78
302840.0,01,Food and non-alcoholic beverages,12358.44,Southern,Gisagara,Rural,Q4,197.6879734273099,Non Poor,154728.44,7.99
302841.0,01,Food and non-alcoholic beverages,27410.0,Southern,Gisagara,Rural,Q4,197.6879734273099,Non Poor,66070.0,41.49
302842.0,01,Food and non-alcoholic beverages,10883.541,Southern,Gisagara,Rural,Q2,197.6879734273099,Non Poor,56943.541,19.11
302843.0,01,Food and non-alcoholic beverages,9856.216,Southern,Gisagara,Rural,Q2,197.6879734273099,Moderately poor,38916.216,25.33
302844.0,01,Food and non-alcoholic beverages,7393.66,Southern,Gisagara,Rural,Q2,197.6879734273099,Non Poor,21753.66,33.99
302845.0,01,Food and non-alcoholic beverages,41207.521,Southern,Gisagara,Rural,Q4,197.6879734273099,Non Poor,149787.521,27.51
302846.0,01,Food and non-alcoholic beverages,6751.0,Southern,Gisagara,Rural,Q2,197.6879734273099,Non Poor,30331.0,22.26
302847.0,01,Food and non-alcoholic beverages,10235.007,Southern,Gisagara,Rural,Q3,197.6879734273099,Non Poor,70810.007,14.45
302848.0,01,Food and non-alcoholic beverages,14850.0,Southern,Gisagara,Rural,Q1,204.10877492877492,Moderately poor,31350.0,47.37
302849.0,01,Food and non-alcoholic beverages,4515.33,Southern,Gisagara,Rural,Q2,204.10877492877492,Non Poor,12070.33,37.41
302850.0,01,Food and non-alcoholic beverages,15512.71,Southern,Gisagara,Rural,Q3,204.10877492877492,Non Poor,50562.71,30.68
302851.0,01,Food and non-alcoholic beverages,6314.004,Southern,Gisagara,Rural,Q1,204.10877492877492,Moderately poor,50094.004,12.6
302852.0,01,Food and non-alcoholic beverages,6310.76,Southern,Gisagara,Rural,Q2,204.10877492877492,Moderately poor,17100.760000000002,36.9
302853.0,01,Food and non-alcoholic beverages,4965.043,Southern,Gisagara,Rural,Q4,204.10877492877492,Non Poor,17025.042999999998,29.16
302854.0,01,Food and non-alcoholic beverages,15324.86,Southern,Gisagara,Rural,Q4,204.10877492877492,Non Poor,24389.86,62.83
302855.0,01,Food and non-alcoholic beverages,8553.5,Southern,Gisagara,Rural,Q2,204.10877492877492,Non Poor,25233.5,33.9
302856.0,01,Food and non-alcoholic beverages,10150.0,Southern,Gisagara,Rural,Q1,204.10877492877492,Moderately poor,29500.0,34.41
302857.0,01,Food and non-alcoholic beverages,8806.0,Southern,Gisagara,Rural,Q1,221.82352369852367,Severaly Poor,12366.0,71.21
302858.0,01,Food and non-alcoholic beverages,11055.2512,Southern,Gisagara,Rural,Q3,221.82352369852367,Non Poor,14555.2512,75.95
302859.0,01,Food and non-alcoholic beverages,3509.117,Southern,Gisagara,Rural,Q2,221.82352369852367,Moderately poor,23094.117,15.19
302860.0,01,Food and non-alcoholic beverages,3507.5,Southern,Gisagara,Rural,Q2,221.82352369852367,Moderately poor,15397.5,22.78
302861.0,01,Food and non-alcoholic beverages,4953.0,Southern,Gisagara,Rural,Q1,221.82352369852367,Severaly Poor,14743.0,33.6
302862.0,01,Food and non-alcoholic beverages,408.9363,Southern,Gisagara,Rural,Q2,221.82352369852367,Moderately poor,19268.9363,2.12
302863.0,01,Food and non-alcoholic beverages,4391.52,Southern,Gisagara,Rural,Q1,221.82352369852367,Severaly Poor,69351.52,6.33
302864.0,01,Food and non-alcoholic beverages,8283.5,Southern,Gisagara,Rural,Q2,221.82352369852367,Non Poor,12633.5,65.57
302865.0,01,Food and non-alcoholic beverages,11508.022,Southern,Gisagara,Rural,Q4,221.82352369852367,Non Poor,112558.022,10.22
302866.0,01,Food and non-alcoholic beverages,7827.6759999999995,Southern,Gisagara,Rural,Q3,205.47863247863248,Non Poor,99787.676,7.84
302867.0,01,Food and non-alcoholic beverages,3911.795,Southern,Gisagara,Rural,Q1,205.47863247863248,Severaly Poor,50271.795,7.78
302868.0,01,Food and non-alcoholic beverages,21400.0,Southern,Gisagara,Rural,Q2,205.47863247863248,Non Poor,53970.0,39.65
302869.0,01,Food and non-alcoholic beverages,20500.0,Southern,Gisagara,Rural,Q2,205.47863247863248,Non Poor,139069.0,14.74
302870.0,01,Food and non-alcoholic beverages,3052.475,Southern,Gisagara,Rural,Q4,205.47863247863248,Non Poor,18352.475,16.63
302871.0,01,Food and non-alcoholic beverages,2401.582,Southern,Gisagara,Rural,Q2,205.47863247863248,Moderately poor,32601.582,7.37
302872.0,01,Food and non-alcoholic beverages,1317.916,Southern,Gisagara,Rural,Q3,205.47863247863248,Non Poor,20217.916,6.52
302873.0,01,Food and non-alcoholic beverages,11453.006,Southern,Gisagara,Rural,Q1,205.47863247863248,Moderately poor,32143.006,35.63
302874.0,01,Food and non-alcoholic beverages,6002.0,Southern,Gisagara,Rural,Q1,205.47863247863248,Severaly Poor,40652.0,14.76
302875.0,01,Food and non-alcoholic beverages,2862.585,Southern,Gisagara,Rural,Q2,192.1141685775832,Non Poor,44912.585,6.37
302876.0,01,Food and non-alcoholic beverages,10956.632,Southern,Gisagara,Rural,Q1,192.1141685775832,Moderately poor,42506.632,25.78
302877.0,01,Food and non-alcoholic beverages,20350.7593,Southern,Gisagara,Rural,Q3,192.1141685775832,Non Poor,86900.7593,23.42
302878.0,01,Food and non-alcoholic beverages,9997.432999999999,Southern,Gisagara,Rural,Q4,192.1141685775832,Non Poor,114767.433,8.71
302879.0,01,Food and non-alcoholic beverages,9520.236,Southern,Gisagara,Rural,Q3,192.1141685775832,Non Poor,123100.236,7.73
302880.0,01,Food and non-alcoholic beverages,2604.79,Southern,Gisagara,Rural,Q2,192.1141685775832,Non Poor,32734.79,7.96
302881.0,01,Food and non-alcoholic beverages,4071.492,Southern,Gisagara,Rural,Q1,192.1141685775832,Moderately poor,69621.492,5.85
302882.0,01,Food and non-alcoholic beverages,3614.643,Southern,Gisagara,Rural,Q1,192.1141685775832,Moderately poor,33174.643,10.9
302883.0,01,Food and non-alcoholic beverages,5769.76,Southern,Gisagara,Rural,Q1,192.1141685775832,Moderately poor,45519.76,12.68
302884.0,01,Food and non-alcoholic beverages,5503.02,Southern,Gisagara,Rural,Q2,194.44622268112204,Non Poor,22063.02,24.94
